id,cd_setor,cod_ibge,cd_uf,total_population,avg_income,pct_u20,pct_o60,pct_wy,pct_bbi,pct_lit,pct_pip,pct_sew,pct_gar,pct_slight,pct_paved,pct_tree,pct_drain,pct_swalk,pct_whcair,pct_bus,igni,ehtd,eprd,edrm,city_type,CRI
425,221100105070250,221100.0,22.0,611.0,1606.22,37.64320785597381,4.25531914893617,,79.21440261865794,66.12111292962356,100.0,96.65071770334929,100.0,100.0,100.0,100.0,0.0,100.0,17.70334928229665,0.0,0.7333333333333333,8.066666666666666,3.866666666666666,0.0666666666666666,Capital Regional,0.2297309253651591
426,221100105070241,221100.0,22.0,871.0,2342.92,33.98392652123995,6.199770378874857,,77.61194029850746,71.1825487944891,99.63369963369964,3.2967032967032965,,100.0,100.0,61.172161172161175,5.494505494505495,100.0,5.86080586080586,11.355311355311356,0.7333333333333333,8.066666666666666,3.866666666666666,0.0666666666666666,Capital Regional,0.2155697323723033
427,221100105080296,221100.0,22.0,617.0,1175.44,35.49432739059968,6.645056726094003,13.614262560777956,86.38573743922204,64.0194489465154,100.0,62.55924170616114,100.0,100.0,100.0,56.39810426540284,78.19905213270142,100.0,89.57345971563981,0.0,0.7333333333333333,10.733333333333333,4.0,0.0666666666666666,Capital Regional,0.2708465770841247
428,221100105100316,221100.0,22.0,403.0,1241.96,38.95781637717121,2.729528535980149,16.377171215880892,83.62282878411911,,100.0,88.35616438356165,100.0,100.0,100.0,100.0,0.0,100.0,0.0,42.465753424657535,2.933333333333333,7.0,3.733333333333333,0.0,Capital Regional,0.2298189230463757
429,221100105100316,221100.0,22.0,403.0,1241.96,38.95781637717121,2.729528535980149,16.377171215880892,83.62282878411911,,100.0,88.35616438356165,100.0,100.0,100.0,100.0,0.0,100.0,0.0,42.465753424657535,2.933333333333333,7.0,3.733333333333333,0.0,Capital Regional,0.2298189230463757
431,221100105100243,221100.0,22.0,513.0,1132.33,38.20662768031189,4.288499025341131,20.2729044834308,79.7270955165692,,100.0,65.74585635359117,100.0,100.0,100.0,50.27624309392265,0.0,100.0,74.03314917127072,0.0,2.933333333333333,8.4,3.6,0.0666666666666666,Capital Regional,0.232337211518686
432,221100105100360,221100.0,22.0,578.0,1208.13,38.75432525951557,2.2491349480968856,12.802768166089963,87.19723183391004,,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,64.35643564356435,2.933333333333333,7.0,3.6,0.0,Capital Regional,0.2410698976738544
433,221100105080261,221100.0,22.0,909.0,1404.22,39.6039603960396,6.050605060506051,13.751375137513753,86.24862486248625,,99.63235294117646,15.073529411764708,99.63235294117646,100.0,100.0,96.69117647058825,0.0,100.0,0.0,5.514705882352941,1.0,10.733333333333333,3.533333333333333,0.0666666666666666,Capital Regional,0.201199074677222
434,221100105100361,221100.0,22.0,477.0,1591.04,36.477987421383645,4.821802935010482,20.75471698113208,79.24528301886794,,100.0,100.0,100.0,100.0,100.0,98.24561403508773,0.0,100.0,0.0,0.0,2.933333333333333,7.0,3.733333333333333,0.0,Capital Regional,0.2182090101279909
435,221100105100264,221100.0,22.0,708.0,1337.58,33.19209039548023,7.909604519774011,15.112994350282486,84.88700564971752,,100.0,20.895522388059703,99.6268656716418,100.0,100.0,28.358208955223887,0.0,55.223880597014926,0.0,0.0,0.4,9.333333333333334,3.733333333333333,0.0666666666666666,Capital Regional,0.1729759309832576
437,220120005000098,220120.0,22.0,601.0,915.1,36.43926788685524,4.991680532445924,,82.36272878535773,,96.61835748792272,0.0,99.51690821256038,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.7333333333333333,3.6,3.2666666666666666,0.0,Centro Local,0.199211351736887
438,220190305000042,220190.0,22.0,945.0,939.06,49.523809523809526,,15.555555555555555,84.44444444444444,,100.0,93.33333333333331,99.2156862745098,100.0,100.0,9.803921568627445,0.0,100.0,66.66666666666667,0.0,0.2666666666666666,1.3333333333333333,3.6,0.0666666666666666,Centro Sub-Regional,0.2198350127679234
441,220220805000111,220220.0,22.0,718.0,1210.25,35.65459610027855,5.710306406685237,14.9025069637883,85.0974930362117,62.674094707520894,99.56896551724138,74.56896551724138,99.56896551724138,100.0,100.0,75.86206896551724,0.0,100.0,0.0,0.0,0.4,3.8,3.4,0.1333333333333333,Centro Sub-Regional,0.1982244876291646
442,220260405000051,220260.0,22.0,815.0,1010.47,36.809815950920246,13.12883435582822,20.736196319018404,79.26380368098158,54.84662576687116,99.27536231884058,0.0,,99.27536231884058,93.84057971014492,57.60869565217392,0.0,95.65217391304348,0.0,0.0,0.2666666666666666,9.533333333333331,3.866666666666666,0.0,Centro de Zona,0.1691564947526265
443,220260405000051,220260.0,22.0,815.0,1010.47,36.809815950920246,13.12883435582822,20.736196319018404,79.26380368098158,54.84662576687116,99.27536231884058,0.0,,99.27536231884058,93.84057971014492,57.60869565217392,0.0,95.65217391304348,0.0,0.0,0.2666666666666666,9.533333333333331,3.866666666666666,0.0,Centro de Zona,0.1691564947526265
445,220370105000068,220370.0,22.0,852.0,1175.61,34.97652582159625,5.39906103286385,20.657276995305164,79.34272300469483,,100.0,100.0,100.0,100.0,100.0,87.76223776223776,0.0,100.0,0.0,0.0,0.0,5.666666666666667,3.4,0.0,Centro de Zona,0.2286908724116619
446,220390905000115,220390.0,22.0,585.0,1116.77,39.14529914529915,8.376068376068377,14.35897435897436,89.57264957264957,63.58974358974359,,,,100.0,100.0,77.29729729729729,0.0,22.7027027027027,0.0,0.0,0.8666666666666667,43.0,4.066666666666666,0.0666666666666666,Centro Sub-Regional,0.1629549997908566
