id,data_referencia,cod_ibge,txt_nome_municipio,txt_sigla_uf,txt_regiao,dt_assinatura,cod_operacao,txt_nome_empreendimento,txt_nome_agente_financeiro,txt_modalidade,txt_situacao_empreendimento,qtd_uh,qtd_uh_entregues,qtd_uh_vigentes,qtd_uh_distratadas,val_contratado_total,val_desembolsado,txt_cnpj_construtora_entidade,txt_nome_construtora_entidade,txt_endereco,txt_cep,year,addr2geocode,city_type,fmtd_addr,lat,lng
711,30/09/2024,260040,Água Preta ,PE,Nordeste,2010-12-29,34721290,PROJETO AGUA PRETA FASE 1 MOD 3,CAIXA,FAR,Concluído,447,447.0,0,0,19.194.645,"19.194.645,76",13001467000106.0,CONSORCIO PARADIGMA,AGUA PRETA,,2010,"Q. Vinte, 13 - Água Preta, PE, 55550-000, Brasil",Centro Local,"Q. Vinte, 13 - Água Preta, PE, 55550-000, Brazil",-8.689148,-35.522448
712,30/09/2024,260110,Araripina ,PE,Nordeste,2010-12-22,34144688,NOSSA SRA CONCEICAO,CAIXA,FAR,Concluído,500,500.0,0,0,18.687.144,"18.687.143,69",5305549000108.0,CONSTANTINI CONSTRUCOES LTDA,ARARIPINA,,2010,"CF7W+FP - Araripina, State of Pernambuco, 56280-000, Brazil",Centro Sub-Regional,"CF7W+FP, Araripina - State of Pernambuco, 56280-000, Brazil",-7.586312499999999,-40.5031875
713,30/09/2024,260110,Araripina ,PE,Nordeste,2011-12-28,36511483,RESIDENCIAL NOSSA SENHORA DO CARMO,CAIXA,FAR,Concluído,500,500.0,0,0,22.998.564,"22.998.563,66",5305549000108.0,CONSTANTINI CONSTRUCOES LTDA,RUA SANTA LUZIA - ALTO DO ADELINO,,2011,"RESIDENCIAL NOSSA SENHORA DO CARMO, RUA SANTA LUZIA - ALTO DO ADELINO, Araripina , PE",Centro Sub-Regional,"Araripina - State of Pernambuco, 56280-000, Brazil",-7.5664043,-40.4842349
715,30/09/2024,260140,Barreiros ,PE,Nordeste,2010-12-29,34765666,FAZENDA SANTA CLARA 1 ETAPA 2,CAIXA,FAR,Concluído,335,335.0,0,0,21.101.188,"21.101.187,18",5547417000192.0,HBR ENGENHARIA LTDA,FAZENDA SANTA CLARA 1 ETAPA 2,,2010,"5QJQ+4Q - Barreiros, State of Pernambuco, 55560-000, Brazil",Centro de Zona,"5QJQ+4Q - Barreiros, State of Pernambuco, 55560-000, Brazil",-8.819687499999997,-35.2105625
716,30/09/2024,260140,Barreiros ,PE,Nordeste,2010-12-29,34765770,ENGENHO BAETE 1,CAIXA,FAR,Concluído,400,400.0,0,0,16.563.681,"16.563.680,52",5547417000192.0,HBR ENGENHARIA LTDA,AREA MASSA FALIDA,,2010,"5RX2+RQ9 - Barreiros, State of Pernambuco, 55560-000, Brazil",Centro de Zona,"5RX2+RQ9 - Barreiros, State of Pernambuco, 55560-000, Brazil",-8.8004625,-35.19801560000001
717,30/09/2024,260140,Barreiros ,PE,Nordeste,2010-12-29,34765998,MASSA FALIDA 2,CAIXA,FAR,Concluído,400,400.0,0,0,16.563.681,"16.563.680,52",5547417000192.0,HBR ENGENHARIA LTDA,MASSA FALIDA,,2010,"MASSA FALIDA 2, MASSA FALIDA, Barreiros , PE",Centro de Zona,"Barreiros, PE, 55560-000, Brazil",-8.8120157,-35.1994714
718,30/09/2024,260140,Barreiros ,PE,Nordeste,2010-12-29,34766139,AREA MASSA FALIDA 3,CAIXA,FAR,Concluído,400,400.0,0,0,16.563.681,"16.563.680,52",5547417000192.0,HBR ENGENHARIA LTDA,AREA MASSA FALIDA,,2010,"R. Platô 01, 130 - Barreiros, PE, 55560-000, Brazil",Centro de Zona,"R. Platô 01, 130 - Barreiros, PE, 55560-000, Brazil",-8.821519000000002,-35.1838197
721,30/09/2024,260140,Barreiros ,PE,Nordeste,2010-12-29,34717540,FAZENDA SAO FRANCISCO ETAPA 2,CAIXA,FAR,Concluído,500,500.0,0,0,20.704.596,"20.704.595,66",17186461000101.0,EGESA ENGENHARIA SA,FAZENDA SAO FRANCISCO,,2010,"FAZENDA SAO FRANCISCO ETAPA 2, FAZENDA SAO FRANCISCO, Barreiros , PE",Centro de Zona,"R. Sem Denominação, 32 - Barreiros, PE, 55560-000, Brazil",-8.815972,-35.1858063
722,30/09/2024,260140,Barreiros ,PE,Nordeste,2010-12-29,34717655,FAZENDA SAO FRANCISCO ETAPA 01,CAIXA,FAR,Concluído,450,450.0,0,0,18.634.136,"18.634.136,09",17186461000101.0,EGESA ENGENHARIA SA,FAZENDA SAO FRANCISCO,,2010,"Fazenda Francisco Quadra e, 77 - Barreiros, PE, 55560-000, Brazil",Centro de Zona,"Fazenda Francisco Quadra e, 77 - Barreiros, PE, 55560-000, Brazil",-8.8219335,-35.1771447
723,30/09/2024,260140,Barreiros ,PE,Nordeste,2010-12-29,34765446,FAZENDA SANTA CLARA 1 ETAPA 1,CAIXA,FAR,Concluído,300,300.0,0,0,18.881.066,"18.881.065,1",5547417000192.0,HBR ENGENHARIA LTDA,SANTA CLARA 1,,2010,"5QJQ+WW9 - Barreiros, State of Pernambuco, 55560-000, Brazil",Centro de Zona,"5QJQ+WW9 - Barreiros, State of Pernambuco, 55560-000, Brazil",-8.817712499999999,-35.2101406
724,30/09/2024,260140,Barreiros ,PE,Nordeste,2010-11-25,34245293,CONJUNTO HABITACIONAL DE BARREIROS,CAIXA,FAR,Concluído,300,300.0,0,0,12.483.433,"12.483.432,77",12459745000100.0,CONSORCIO VENANCIO GUSMAO ABF,ZONA URBANA DE BARREIROS,,2010,"5RG8+4V Barreiros, PE, Brazil",Centro de Zona,"5RG8+4V Barreiros, State of Pernambuco",-8.8246875,-35.1828125
726,30/09/2024,260150,Belém de Maria ,PE,Nordeste,2010-12-29,34693170,RESIDENCIAL BATATEIRAS,CAIXA,FAR,Concluído,186,186.0,0,0,8.081.563,"8.081.563,01",4157035000190.0,CONSTRUQUALI ENGENHARIA LTDA - EM RECUPERACAO JUDICIAL,BELEM DE MARIA,,2010,"C5P6+M8 - Belém de Maria, PE, 55450-000, Brazil",Centro Local,"C5P6+M8 Belém de Maria, PE",-8.5633125,-35.8391875
727,30/09/2024,260170,Belo Jardim ,PE,Nordeste,2017-11-28,48570799,RESIDENCIAL VILA BELA I,CAIXA,FAR,Concluído,300,300.0,0,0,21.000.000,21.000.000,22213836000107.0,"J3 INCORPORAÞO, ENGENHARIA E CONSTRUÞO LTDA",BELO JARDIM,55159899.0,2017,"MJ68+J8, Belo Jardim - State of Pernambuco, Brazil",Centro Sub-Regional,"MJ68+J8, Belo Jardim - State of Pernambuco, Brazil",-8.3384375,-36.3841875
728,30/09/2024,260190,Bezerros ,PE,Nordeste,2013-07-31,40815504,CONJUNTO HABITACIONAL BEZERROS,CAIXA,FAR,Concluído,749,749.0,0,0,46.153.672,"46.153.672,93",12763975000150.0,CONSTRUTORA E INCORPORADORA KELNER LTDA,PE 097 KM 04 - ZONA URBANA,,2013,"Q7M5+RM7 Bezerros, State of Pernambuco, Brazil",Centro Local,"Q7M5+RM7 - Bezerros, State of Pernambuco, 55660-000, Brazil",-8.2154625,-35.74082810000001
729,30/09/2024,260190,Bezerros ,PE,Nordeste,2010-12-29,30518142,RESIDENCIAL CAMPESTRE,CAIXA,FAR,Concluído,240,240.0,0,0,18.642.227,"18.526.013,99",16365025000129.0,GRAFICO ENGENHARIA LTDA,BEZERROS,,2010,"Q6FP+F8 - Encruzilhada de São João, Bezerros - PE, Brazil",Centro Local,"Q6FP+F8 Encruzilhada de São João, Bezerros - PE",-8.226312499999999,-35.7641875
730,30/09/2024,260280,Buíque ,PE,Nordeste,2013-09-24,40554996,LOTEAMENTO VILA JOAO GODOY DE NEIVA,CAIXA,FAR,Concluído,230,230.0,0,0,13.570.000,13.570.000,6350055000108.0,CONSTRUTORA HENZ E INCORPORA«íES LTDA,BAIRRO LAGUNA,,2013,"9RRR+24 - Buíque, State of Pernambuco, 56520-000, Brazil",Centro Local,"9RRR+24 Buíque, State of Pernambuco",-8.6099375,-37.1596875
731,30/09/2024,260290,Cabo de Santo Agostinho ,PE,Nordeste,2014-02-07,37579088,VILA CLAUDETE ETAPA I,CAIXA,FAR,Concluído,394,394.0,0,0,24.821.596,"24.821.596,05",17194077000142.0,CMT ENGENHARIA LTDA,ANTIGA ESTRADA DE GAIBU S/N,54515990.0,2014,"PX6P+98 - Santo Agostinho, Cabo de Santo Agostinho - PE, Brazil",Centro Local,"PX6P+98 - Santo Agostinho, Cabo de Santo Agostinho - PE, Brazil",-8.2890625,-35.0141875
734,30/09/2024,260290,Cabo de Santo Agostinho ,PE,Nordeste,2014-02-07,38472349,VILA CLAUDETE ETAPA V,CAIXA,FAR,Concluído,500,500.0,0,0,31.499.842,"31.499.842,65",17194077000142.0,CMT ENGENHARIA LTDA,ANTIGA ESTRADA DE GAIBU S/N,54515990.0,2014,"PX6P+98 - Santo Agostinho, Cabo de Santo Agostinho - PE, Brazil",Centro Local,"PX6P+98 - Santo Agostinho, Cabo de Santo Agostinho - PE, Brazil",-8.2890625,-35.0141875
732,30/09/2024,260290,Cabo de Santo Agostinho ,PE,Nordeste,2014-02-07,38471980,VILA CLAUDETE ETAPA II,CAIXA,FAR,Concluído,470,470.0,0,0,29.609.226,29.609.226,17194077000142.0,CMT ENGENHARIA LTDA,"ANTIGA ESTRADA DE GAIBU, S/N",54515990.0,2014,"PX5Q+C3 - Garapu, Cabo de Santo Agostinho - PE, 54590, Brazil",Centro Local,"PX5Q+C3 - Garapu, Cabo de Santo Agostinho - PE, 54590, Brazil",-8.2914375,-35.0123125
733,30/09/2024,260290,Cabo de Santo Agostinho ,PE,Nordeste,2014-02-07,38472121,VILA CLAUDETE ETAPA III,CAIXA,FAR,Concluído,349,349.0,0,0,21.986.526,"21.986.526,94",17194077000142.0,CMT ENGENHARIA LTDA,"ANTIGA ESTRADA DE GAIBU, S/N",54515990.0,2014,"PX5Q+C3 - Garapu, Cabo de Santo Agostinho - PE, 54590, Brazil",Centro Local,"PX5Q+C3 - Garapu, Cabo de Santo Agostinho - PE, 54590, Brazil",-8.2914375,-35.0123125
735,30/09/2024,260290,Cabo de Santo Agostinho ,PE,Nordeste,2014-02-07,38472569,VILA CLAUDETE ETAPA VI,CAIXA,FAR,Concluído,470,470.0,0,0,29.609.806,29.609.806,17194077000142.0,CMT ENGENHARIA LTDA,ANTIGA ESTRADA DE GAIBU S/N,54515990.0,2014,"PX5Q+C3 - Garapu, Cabo de Santo Agostinho - PE, 54590, Brazil",Centro Local,"PX5Q+C3 - Garapu, Cabo de Santo Agostinho - PE, 54590, Brazil",-8.2914375,-35.0123125
736,30/09/2024,260290,Cabo de Santo Agostinho ,PE,Nordeste,2014-02-07,38472673,VILA CLAUDETE ETAPA VII,CAIXA,FAR,Concluído,437,437.0,0,0,27.530.552,"27.530.552,19",17194077000142.0,CMT ENGENHARIA LTDA,ANTIGA ESTRADA DE GAIBU S/N,54515990.0,2014,"PX5Q+C3 - Garapu, Cabo de Santo Agostinho - PE, 54590, Brazil",Centro Local,"PX5Q+C3 - Garapu, Cabo de Santo Agostinho - PE, 54590, Brazil",-8.2914375,-35.0123125
737,30/09/2024,260410,Caruaru ,PE,Nordeste,2010-04-22,30247966,CONJUNTO RESIDENCIAL JUIZ DEMOSTENES VERAS,CAIXA,FAR,Concluído,500,500.0,0,0,18.775.976,"18.775.976,12",2334619000168.0,MULTI-TECNICA ENGENHARIA E MULTISERVIOS LTDA,SITIO LAGOA DOS PORCOS - IV DISTRITO,55018000.0,2010,"PXJQ+7J - Jardim Boa Vista, Caruaru - PE, Brazil",Capital Regional,"PXJQ+7J - Jardim Boa Vista, Caruaru - PE, Brazil",-8.2693125,-36.0109375
738,30/09/2024,260410,Caruaru ,PE,Nordeste,2014-11-19,43257477,RESIDENCIAL ALTO DO MOURA,CAIXA,FAR,Concluído,1488,1488.0,0,0,93.744.000,93.744.000,13959986000173.0,SERTENGE SERVICOS TECNICOS ENG ESPECIALIZADA SA,BR 232 SN,,2014,"RESIDENCIAL ALTO DO MOURA, BR 232 SN, Caruaru , PE",Capital Regional,"Av. Palmatória - Agamenon Magalhães, Caruaru - PE, Brazil",-8.3102617,-36.035518
739,30/09/2024,260410,Caruaru ,PE,Nordeste,2014-05-30,42141629,RESIDENCIAL LUIZ BEZERRA TORRES I,CAIXA,FAR,Concluído,1136,1136.0,0,0,71.568.000,71.568.000,3407182000108.0,2MS - ENGENHARIA LTDA.,FAZENDA CAJAZEIRAS ANT ESTR CARUARU SAO CAETANO ALTO DO MOUR,,2014,"RESIDENCIAL LUIZ BEZERRA TORRES I, FAZENDA CAJAZEIRAS ANT ESTR CARUARU SAO CAETANO ALTO DO MOUR, Caruaru , PE",Capital Regional,"Alto do Moura, Caruaru - PE, Brazil",-8.2894671,-36.0098044
740,30/09/2024,260410,Caruaru ,PE,Nordeste,2014-05-30,42856920,RESIDENCIAL LUIZ BEZERRA TORRES II,CAIXA,FAR,Concluído,1268,1268.0,0,0,79.884.000,79.884.000,3407182000108.0,2MS - ENGENHARIA LTDA.,FAZENDA CAJAZEIRAS ANT ESTRA CARUARU SAO CAETADO ALTO DO MOU,,2014,"PW7Q+5XX - Picada, Caruaru - State of Pernambuco, 55012-025, Brazil",Capital Regional,"PW7Q+5XX - Jardim Boa Vista, Caruaru - PE, Brazil",-8.2870125,-36.0600156
741,30/09/2024,260410,Caruaru ,PE,Nordeste,2017-11-27,48586620,RESIDENCIAL JARDINS,CAIXA,FAR,Concluído,496,496.0,0,0,39.680.000,39.680.000,3407182000108.0,2MS - ENGENHARIA LTDA.,ESTRADA ANTIGA PARA AGRESTINA,,2017,"RESIDENCIAL JARDINS, ESTRADA ANTIGA PARA AGRESTINA, Caruaru , PE",Capital Regional,"M2PM+54 Residencial Jardins - Estr. p/ Brejo da Palmeira - Santa Rosa, Caruaru - PE, 55023-140, Brazil",-8.3140952,-35.9666717
742,30/09/2024,260420,Catende ,PE,Nordeste,2010-12-29,34725732,CONJUNTO HABITACIONAL CATENDE I - ETAPA I,CAIXA,FAR,Concluído,295,295.0,0,0,14.236.375,"14.236.374,91",12764251000121.0,CONSORCIO CINKEL/ABF/GUSMAO/VENANCIO,CATENDE,,2010,"CONJUNTO HABITACIONAL CATENDE I - ETAPA I, CATENDE, Catende , PE",Centro Local,"Catende, State of Pernambuco, 55400-000, Brazil",-8.6679731,-35.721818
743,30/09/2024,260420,Catende ,PE,Nordeste,2010-12-29,34725846,CONJUNTO HABITACIONAL CATENDE 1 ETAPA 3,CAIXA,FAR,Concluído,344,344.0,0,0,14.236.375,"14.236.374,92",12764251000121.0,CONSORCIO CINKEL/ABF/GUSMAO/VENANCIO,MATA DA JAQUEIRA,,2010,"87MP+5C - Catende, State of Pernambuco, 55400-000, Brazil",Centro Local,"87MP+5C Catende, State of Pernambuco",-8.6670625,-35.7139375
744,30/09/2024,260420,Catende ,PE,Nordeste,2010-12-29,34725178,CONJUNTO HABITACIONAL CATENDE 1 - ETAPA 2,CAIXA,FAR,Concluído,344,344.0,0,0,14.240.839,"14.240.839,14",12764251000121.0,CONSORCIO CINKEL/ABF/GUSMAO/VENANCIO,CATENDE,,2010,"87MP+2MJ - Catende, State of Pernambuco, 55400-000, Brazil",Centro Local,"87MP+2MJ - Catende, State of Pernambuco, 55400-000, Brazil",-8.6674125,-35.7133594
745,30/09/2024,260470,Correntes ,PE,Nordeste,2010-11-26,34360667,CONJUNTO HABITACIONAL CORRENTES,CAIXA,FAR,Concluído,502,502.0,0,0,23.882.822,"23.882.822,64",3407182000108.0,2MS - ENGENHARIA LTDA.,ZONA URBANA,,2010,"VM5Q+C2 - Correntes, PE, Brazil",Centro Local,"VM5Q+C2 Correntes, PE",-9.1414375,-36.3124375
746,30/09/2024,260480,Cortês ,PE,Nordeste,2012-01-05,37424106,FAZENDA PEDREZINHO,CAIXA,FAR,Concluído,388,388.0,0,0,16.683.998,"16.683.997,54",2908931000118.0,CONSTRUTORA SBM LTDA,CORTES,,2012,"GFG2+GCJ, Cortês - PE, Brazil",Centro Local,"GFG2+GCJ, Cortês - PE, Brazil",-8.4736625,-35.5489844
747,30/09/2024,260590,Gameleira ,PE,Nordeste,2010-12-29,34765114,RESIDENCIAL VILLAGE GAMELEIRA,CAIXA,FAR,Concluído,315,315.0,0,0,13.584.684,"13.584.684,17",3407182000108.0,2MS - ENGENHARIA LTDA.,RESIDENCIAL VILLAGE GAMELEIRA,,2010,"CJH5+HQX - Gameleira, State of Pernambuco, 55530-000, Brazil",Centro Local,"CJH5+HQX - Gameleira, State of Pernambuco, 55530-000, Brazil",-8.5710125,-35.3905156
748,30/09/2024,260600,Garanhuns ,PE,Nordeste,2010-03-04,31939398,CONDOMINIO RESIDENCIAL MANOEL CAMELO II - QUADRA X,CAIXA,FAR,Concluído,248,248.0,0,0,10.318.739,"10.318.738,63",24457863000150.0,CONSTRUTORA MUNIZ DE ARAUJO,ZONA URBANA,,2010,"CONDOMINIO RESIDENCIAL MANOEL CAMELO II - QUADRA X, ZONA URBANA, Garanhuns , PE",Capital Regional,"Francisco Simão Dos Santos Figueira, Garanhuns - PE, Brazil",-8.9073773,-36.4715336
749,30/09/2024,260600,Garanhuns ,PE,Nordeste,2010-07-27,31855977,RESIDENCIAL CASTAINHO,CAIXA,FAR,Concluído,212,212.0,0,0,9.243.942,"9.243.942,43",24457863000150.0,CONSTRUTORA MUNIZ DE ARAUJO,ZONA URBANA,,2010,"RESIDENCIAL CASTAINHO, ZONA URBANA, Garanhuns , PE",Capital Regional,"Rua Bandeirantes, 15 - R. Michael Zaidan, 758 - Francisco Simão Dos Santos Figueira, Garanhuns - PE, 55291-633, Brazil",-8.905363900000003,-36.4698366
750,30/09/2024,260600,Garanhuns ,PE,Nordeste,2010-03-04,30083534,MANOEL CAMELO I - QUADRA C2,CAIXA,FAR,Concluído,248,248.0,0,0,10.318.896,"10.318.896,31",24457863000150.0,CONSTRUTORA MUNIZ DE ARAUJO,GARANHUNS,,2010,"3GVH+CM - Francisco Simão Dos Santos Figueira, Garanhuns - PE, Brazil",Capital Regional,"3GVH+CM - Francisco Simão Dos Santos Figueira, Garanhuns - PE, Brazil",-8.9064375,-36.4708125
751,30/09/2024,260640,Gravatá ,PE,Nordeste,2018-02-07,49848810,CONJUNTO RESIDENCIAL RIACHO DO MEL ETAPA 3,CAIXA,FAR,Concluído,194,194.0,0,0,14.162.000,14.162.000,11573016000100.0,VIGGA CONSTRUTORA LTDA,AREA REMANESCENTE DO RIACHO DO MEL,,2018,"R. Ricardo Viléla Quadra F, 42 - Bairro Novo, Gravatá - PE, 55643-450, Brasil",Centro de Zona,"R. Ricardo Viléla Quadra F, 42 - Bairro Novo, Gravatá - PE, 55643-450, Brazil",-8.220861,-35.565311
753,30/09/2024,260680,Igarassu ,PE,Nordeste,2017-11-28,42005213,RESIDENCIAL RESERVA DA PITANGA II,CAIXA,FAR,Concluído,237,237.0,0,0,18.957.314,"18.957.313,9",3401765000121.0,COSTA MENDONCA EMPR IMOBILIARIOS LTDA,"ESTRADA COMERCIAL DA PITANGA - RUA PROJETADA 03, S/N",53640214.0,2017,"RESIDENCIAL RESERVA DA PITANGA II, ESTRADA COMERCIAL DA PITANGA - RUA PROJETADA 03, S/N, Igarassu , PE 53640214",Centro Local,"R. Da Liberdade - Igarassu, PE, 53650, Brazil",-7.8381308,-34.927919700000004
754,30/09/2024,260680,Igarassu ,PE,Nordeste,2012-12-27,39829237,RESIDENCIAL RESERVA DA PITANGA,CAIXA,FAR,Concluído,463,463.0,0,0,29.160.830,"29.160.829,95",3401765000121.0,COSTA MENDONCA EMPR IMOBILIARIOS LTDA,ESTRADA COMERCIAL DA PITANGA SN,53640214.0,2012,"535C+MG - Santa Maria, Igarassu - PE, Brazil",Centro Local,"535C+MG - Santa Maria, Igarassu - PE, Brazil",-7.840812499999999,-34.9286875
755,30/09/2024,260680,Igarassu ,PE,Nordeste,2010-09-23,30694481,RESIDENCIAL IGARASSU,CAIXA,FAR,Concluído,151,151.0,0,0,6.162.500,"6.162.500,58",11676293000148.0,NASCIMENTO INCORPORACOES LTDA,"SITIO DOS MARCOS, L 6-A2, QD UNICA, LOTEAMENTO JD SORAYA",,2010,"RESIDENCIAL IGARASSU, SITIO DOS MARCOS, L 6-A2, QD UNICA, LOTEAMENTO JD SORAYA, Igarassu , PE",Centro Local,"Residencial Igarassu - Sítio dos Marcos, Igarassu - PE, 53615-010, Brazil",-7.806971199999999,-34.9075928
756,30/09/2024,260680,Igarassu ,PE,Nordeste,2010-11-03,34196462,CONJUNTO RESIDENCIAL TROPICAL,CAIXA,FAR,Concluído,302,302.0,0,0,11.963.325,"11.963.325,32",41043399000175.0,ARCON - ARAUJO CONSTRUCOES LTDA,"LOTEAMENTO SANTA REGINA, QUADRAS A, B, C, D, E ,F",,2010,"CONJUNTO RESIDENCIAL TROPICAL, LOTEAMENTO SANTA REGINA, QUADRAS A, B, C, D, E ,F, Igarassu , PE",Centro Local,"Igarassu, State of Pernambuco, Brazil",-7.842699700000002,-34.9074381
757,30/09/2024,260680,Igarassu ,PE,Nordeste,2012-01-06,35531729,CONJUNTO RESIDENCIAL CAMINHO DAS AGUAS,CAIXA,FAR,Concluído,206,206.0,0,0,10.593.796,"10.593.796,05",11676293000148.0,NASCIMENTO INCORPORACOES LTDA,LOTEAMENTO CAMINHO DAS AGUAS SITIO DOS MARCOS,53260470.0,2012,"CONJUNTO RESIDENCIAL CAMINHO DAS AGUAS, LOTEAMENTO CAMINHO DAS AGUAS SITIO DOS MARCOS, Igarassu , PE 53260470",Centro Local,"Sítio dos Marcos, Igarassu - PE, Brazil",-7.814429700000002,-34.8973199
758,30/09/2024,260680,Igarassu ,PE,Nordeste,2012-01-06,36758968,CONJUNTO HABITACIONAL RESIDENCIAL JARDIM PARAISO,CAIXA,FAR,Concluído,95,95.0,0,0,4.812.690,"4.812.690,36",41043399000175.0,ARCON - ARAUJO CONSTRUCOES LTDA,LOTEAMENTO  RESIDENCIAL JARDIM PARAISO,53615065.0,2012,"53MV+VFM, Igarassu - State of Pernambuco, Brazil",Centro Local,"53MV+VFM, Igarassu - State of Pernambuco, Brazil",-7.815287499999997,-34.9063281
759,30/09/2024,260790,Jaboatão dos Guararapes ,PE,Nordeste,2014-05-15,37578281,RESIDENCIAL ARITANA,CAIXA,FAR,Concluído,224,224.0,0,0,14.112.000,14.112.000,7826791000152.0,USINA DE OBRAS EMPREENDIMENTOS LTDA,"RUA ANTONIO ALVES DE ARAUJO, S/N",54310230.0,2014,"RESIDENCIAL ARITANA, RUA ANTONIO ALVES DE ARAUJO, S/N, Jaboatão dos Guararapes , PE 54310230",Centro Local,"R. Fernando Vieira Pinto, 318 - Prazeres, Jaboatão dos Guararapes - PE, 54310-060, Brazil",-8.1606497,-34.9194669
760,30/09/2024,260790,Jaboatão dos Guararapes ,PE,Nordeste,2013-03-28,37606747,RESIDENCIAL FAZENDA SUASSUNA V,CAIXA,FAR,Concluído,288,288.0,0,0,18.144.000,18.144.000,2218050000175.0,CONSTRUTORA BAPTISTA LEAL LTDA.,"VIA LOCAL 02,QD 05, N�328 ESTRADA DA USINA",54360465.0,2013,"VX7Q+RC, Jaboatão dos Guararapes - State of Pernambuco, Brazil",Centro Local,"VX7Q+RC, Jaboatão dos Guararapes - State of Pernambuco, Brazil",-8.1354375,-35.0114375
761,30/09/2024,260790,Jaboatão dos Guararapes ,PE,Nordeste,2013-03-28,37615286,RESIDENCIAL FAZENDA SUASSUNA I,CAIXA,FAR,Concluído,288,288.0,0,0,18.144.000,18.144.000,7826791000152.0,USINA DE OBRAS EMPREENDIMENTOS LTDA,"VIA LOCAL 01, QD 01, N� 387 ESTRADA DA USINA",54360465.0,2013,"VX7M+RP - Muribeca dos Guarara, Jaboatão dos Guararapes - PE, Brazil",Centro Local,"VX7M+RP - Muribeca dos Guarara, Jaboatão dos Guararapes - PE, Brazil",-8.1354375,-35.0156875
762,30/09/2024,260790,Jaboatão dos Guararapes ,PE,Nordeste,2013-03-28,37615390,RESIDENCIAL FAZENDA SUASSUNA II,CAIXA,FAR,Concluído,288,288.0,0,0,18.144.000,18.144.000,7826791000152.0,USINA DE OBRAS EMPREENDIMENTOS LTDA,"VIA COLETORA, QD 02, N� 441 ESTRADA DA USINA",54360465.0,2013,"VX7P+QJ - Muribeca dos Guarara, Jaboatão dos Guararapes - PE, Brazil",Centro Local,"VX7P+QJ Muribeca dos Guarara, Jaboatão dos Guararapes - PE",-8.135562499999999,-35.01343749999999
764,30/09/2024,260790,Jaboatão dos Guararapes ,PE,Nordeste,2013-03-28,37615622,RESIDENCIAL FAZENDA SUASSUNA IV,CAIXA,FAR,Concluído,288,288.0,0,0,18.144.000,18.144.000,2218050000175.0,CONSTRUTORA BAPTISTA LEAL LTDA.,"VIA LOCAL,QD 04, N�224 ESTRADA DA USINA",54360465.0,2013,"VX7P+QJ - Muribeca dos Guarara, Jaboatão dos Guararapes - PE, Brazil",Centro Local,"VX7P+QJ Muribeca dos Guarara, Jaboatão dos Guararapes - PE",-8.135562499999999,-35.01343749999999
766,30/09/2024,260790,Jaboatão dos Guararapes ,PE,Nordeste,2017-11-28,48592642,RESIDENCIAL FAZENDA SUASSUNA VI,CAIXA,FAR,Concluído,280,280.0,0,0,22.400.000,22.400.000,7826791000152.0,USINA DE OBRAS EMPREENDIMENTOS LTDA,"RUA USINA JABOATAO, S/N",54360465.0,2017,"VX7P+QJ - Muribeca dos Guarara, Jaboatão dos Guararapes - PE, Brazil",Centro Local,"VX7P+QJ Muribeca dos Guarara, Jaboatão dos Guararapes - PE",-8.135562499999999,-35.01343749999999
763,30/09/2024,260790,Jaboatão dos Guararapes ,PE,Nordeste,2013-03-28,37615518,RESIDENCIAL FAZENDA SUASSUNA III,CAIXA,FAR,Concluído,288,288.0,0,0,18.144.000,18.144.000,7826791000152.0,USINA DE OBRAS EMPREENDIMENTOS LTDA,"VIA COLETORA, QD 03, N� 433 - ESTRADA DA USINA",54360465.0,2013,"VX8P+4X - Muribequinha, Jaboatão dos Guararapes - PE, Brazil",Centro Local,"VX8P+4X - Muribequinha, Jaboatão dos Guararapes - PE, Brazil",-8.1346875,-35.0125625
767,30/09/2024,260820,Joaquim Nabuco ,PE,Nordeste,2010-12-29,34716075,JOAQUIM NABUCO,CAIXA,FAR,Concluído,205,205.0,0,0,8.803.090,"8.802.209,43",2023187000174.0,COINPE CONSTRUTORA LTDA,JOAQUIM NABUCO,,2010,"9F97+HPH Joaquim Nabuco, State of Pernambuco, Brazil",Centro Local,"9F97+HPH Joaquim Nabuco, State of Pernambuco",-8.631062499999999,-35.5356406
772,30/09/2024,260890,Limoeiro ,PE,Nordeste,2010-12-22,34169059,RESIDENCIAL MOURA GUERRA,CAIXA,FAR,Concluído,160,160.0,0,0,6.657.647,"6.657.647,4",11561313000135.0,CONSTRUTORA SAINT ENTON LTDA,ZONA URBANA,,2010,"RESIDENCIAL MOURA GUERRA, ZONA URBANA, Limoeiro , PE",Centro Sub-Regional,"Estr. da Fazenda, 274-536 - Otácio de Lemos, Limoeiro - PE, 55700-000, Brazil",-7.891064,-35.4442
773,30/09/2024,260890,Limoeiro ,PE,Nordeste,2010-12-22,34169495,RESIDENCIAL PADRE LUIS CECCHIN,CAIXA,FAR,Concluído,160,160.0,0,0,6.657.647,"6.657.646,99",11561313000135.0,CONSTRUTORA SAINT ENTON LTDA,ZONHA URBANA,,2010,"4H54+JP Otácio de Lemos, Limoeiro - State of Pernambuco, Brazil",Centro Sub-Regional,"4H54+JP - Otácio de Lemos, Limoeiro - PE, 55700-000, Brazil",-7.890937500000001,-35.4431875
