id,data_referencia,cod_ibge,txt_nome_municipio,txt_sigla_uf,txt_regiao,dt_assinatura,cod_operacao,txt_nome_empreendimento,txt_nome_agente_financeiro,txt_modalidade,txt_situacao_empreendimento,qtd_uh,qtd_uh_entregues,qtd_uh_vigentes,qtd_uh_distratadas,val_contratado_total,val_desembolsado,txt_cnpj_construtora_entidade,txt_nome_construtora_entidade,txt_endereco,txt_cep,year,addr2geocode,city_type,fmtd_addr,lat,lng
0,30/09/2024,110020,Porto Velho ,RO,Norte,2010-04-09,29925581,RESIDENCIAL CIDADE DE TODOS III,CAIXA,FAR,Concluído,240,240.0,0,0,13.830.963,"13.809.147,96",34452706000106.0,COMERCIO ENGENHARIA LTDA,"AV AMAZONAS, N� 9680 - BAIRRO SOCIALISTA",,2010,"RESIDENCIAL CIDADE DE TODOS III, AV AMAZONAS, N� 9680 - BAIRRO SOCIALISTA, Porto Velho , RO",Capital Regional,"Av. Amazonas, 9680 - Nova Porto Velho, Porto Velho - RO, 76820-115, Brazil",-8.751904699999999,-63.82515840000001
1,30/09/2024,110020,Porto Velho ,RO,Norte,2010-04-09,30011639,RESIDENCIAL CIDADE DE TODOS IX,CAIXA,FAR,Concluído,240,240.0,0,0,14.218.052,"14.218.051,93",34452706000106.0,COMERCIO ENGENHARIA LTDA,"RUA OSWALDO RIBEIRO, S/N - SOCIALISTA",,2010,"RESIDENCIAL CIDADE DE TODOS IX, RUA OSWALDO RIBEIRO, S/N - SOCIALISTA, Porto Velho , RO",Capital Regional,"R. Osvaldo Ribeiro - Socialista, Porto Velho - RO, Brazil",-8.7634833,-63.82468340000001
2,30/09/2024,110020,Porto Velho ,RO,Norte,2010-07-09,32680414,RESIDENCIAL CIDADE DE TODOS - LOTE 01,CAIXA,FAR,Concluído,114,114.0,0,0,6.840.691,"6.840.691,6",2364225000152.0,CONSTRUTORA JOAO DE BARRO LTDA,AV AMAZONAS - LOTE 738,,2010,"65WF+WR - Socialista, Porto Velho - RO, Brazil",Capital Regional,"65WF+WR - Socialista, Porto Velho - RO, Brazil",-8.7526875,-63.8254375
3,30/09/2024,110020,Porto Velho ,RO,Norte,2010-07-09,32703630,RESIDENCIAL CIDADE DE TODOS - LOTE 02,CAIXA,FAR,Concluído,82,82.0,0,0,3.421.062,"3.421.062,22",2364225000152.0,CONSTRUTORA JOAO DE BARRO LTDA,"RUA MANE GARRICHA, LOTE 393",,2010,"65WF+WR - Socialista, Porto Velho - RO, Brazil",Capital Regional,"65WF+WR - Socialista, Porto Velho - RO, Brazil",-8.7526875,-63.8254375
4,30/09/2024,110020,Porto Velho ,RO,Norte,2013-06-25,40267126,RESIDENCIAL PORTO BELLO II,CAIXA,FAR,Concluído,272,272.0,0,0,18.161.056,"18.161.056,68",77578623000170.0,CASAALTA CONSTRUCOES E EMPREENDIMENTO LTDA.,"RUA DE ACESSO,(ATUAL JOSE FAID), S/N BAIRRO JD SANTANA",,2013,"RESIDENCIAL PORTO BELLO II, RUA DE ACESSO,(ATUAL JOSE FAID), S/N BAIRRO JD SANTANA, Porto Velho , RO",Capital Regional,"Francisco Said, 1375 - Jardim Santana, Porto Velho - RO, 76814, Brazil",-8.761565199999998,-63.8182544
5,30/09/2024,110020,Porto Velho ,RO,Norte,2013-06-25,40267344,RESIDENCIAL PORTO BELO I,CAIXA,FAR,Concluído,272,272.0,0,0,18.185.358,"17.921.671,09",673788000105.0,R.D.ENGENHARIA E COMERCIO LTDA.,"RUA IVAN CURI, S/N - BAIRRO SOCIALISTA",,2013,"65QJ+GJV - Porto Velho, State of Rondônia, Brazil",Capital Regional,"65QJ+GJV - Porto Velho, State of Rondônia, Brazil",-8.7611375,-63.8184531
7,30/09/2024,110020,Porto Velho ,RO,Norte,2013-06-25,40267564,RESIDENCIAL PORTO BELLO III,CAIXA,FAR,Concluído,272,272.0,0,0,18.224.000,18.224.000,77578623000170.0,CASAALTA CONSTRUCOES E EMPREENDIMENTO LTDA.,"RUA DE ACESSO,(ATUAL JOSE FAID) BAIRRO JARDIM SANTANA",,2013,"RESIDENCIAL PORTO BELLO III, RUA DE ACESSO,(ATUAL JOSE FAID) BAIRRO JARDIM SANTANA, Porto Velho , RO",Capital Regional,"Francisco Said, 1375 - Jardim Santana, Porto Velho - RO, 76814, Brazil",-8.761565199999998,-63.8182544
8,30/09/2024,110020,Porto Velho ,RO,Norte,2013-06-25,40272237,RESIDENCIAL PORTO BELLO IV,CAIXA,FAR,Concluído,272,272.0,0,0,18.043.186,"18.043.186,04",77578623000170.0,CASAALTA CONSTRUCOES E EMPREENDIMENTO LTDA.,"RUA DE ACESSO,(ATUAL JOSE JAID), S/N BAIRRO JD SANTANA",,2013,"RESIDENCIAL PORTO BELLO IV, RUA DE ACESSO,(ATUAL JOSE JAID), S/N BAIRRO JD SANTANA, Porto Velho , RO",Capital Regional,"Francisco Said, 1375 - Jardim Santana, Porto Velho - RO, 76814, Brazil",-8.761565199999998,-63.8182544
9,30/09/2024,110020,Porto Velho ,RO,Norte,2013-06-25,40272789,RESIDENCIAL PORTO MADERO I,CAIXA,FAR,Concluído,304,304.0,0,0,20.045.632,"20.045.631,12",77578623000170.0,CASAALTA CONSTRUCOES E EMPREENDIMENTO LTDA.,"RUA HUMAITA, S/N - BAIRRO SOCIALISTA",,2013,"RESIDENCIAL PORTO MADERO I, RUA HUMAITA, S/N - BAIRRO SOCIALISTA, Porto Velho , RO",Capital Regional,"R. Humaitá - Socialista, Porto Velho - RO, 76829-021, Brazil",-8.7484731,-63.8285772
12,30/09/2024,110020,Porto Velho ,RO,Norte,2013-06-25,40273367,RESIDENCIAL PORTO MADERO III,CAIXA,FAR,Concluído,304,304.0,0,0,20.010.476,"20.010.476,58",77578623000170.0,CASAALTA CONSTRUCOES E EMPREENDIMENTO LTDA.,"RUA HUMAITA, S/N - BAIRRO SOCIALISTA",,2013,"RESIDENCIAL PORTO MADERO III, RUA HUMAITA, S/N - BAIRRO SOCIALISTA, Porto Velho , RO",Capital Regional,"R. Humaitá, 5551 - Socialista, Porto Velho - RO, 76823-016, Brazil",-8.7496244,-63.8284348
13,30/09/2024,110020,Porto Velho ,RO,Norte,2013-06-25,40273690,RESIDENCIAL PORTO MADERO IV,CAIXA,FAR,Concluído,144,144.0,0,0,9.648.000,9.648.000,77578623000170.0,CASAALTA CONSTRUCOES E EMPREENDIMENTO LTDA.,"RUA HUMAITA, S/N - BAIRRO SOCIALISTA",,2013,"RESIDENCIAL PORTO MADERO IV, RUA HUMAITA, S/N - BAIRRO SOCIALISTA, Porto Velho , RO",Capital Regional,"R. Humaitá - Socialista, Porto Velho - RO, 76829-021, Brazil",-8.7504828,-63.827866500000006
14,30/09/2024,110002,Ariquemes ,RO,Norte,2013-03-25,40024519,RESIDENCIAL FELIZ CIDADE,CAIXA,FAR,Concluído,349,349.0,0,0,21.539.532,"21.539.532,5",23998438000106.0,CCM CONSTRUTORA CENTRO MINAS LTDA,AVENIDA HUGO FREY - SETOR 1,,2013,"RESIDENCIAL FELIZ CIDADE, AVENIDA HUGO FREY - SETOR 1, Ariquemes , RO",Centro Sub-Regional,"Feliz cidade rua alegria, Ariquemes - RO, 76874-080, Brazil",-9.8872483,-63.0193038
15,30/09/2024,110002,Ariquemes ,RO,Norte,2013-09-24,40840300,CONJUNTO HABITACIONAL ZONA SUL,CAIXA,FAR,Concluído,300,300.0,0,0,18.000.000,18.000.000,11139487000104.0,CONSTRUTORA E INCORPORADORA PARTHENON LTDA - ME,GLEBA 19 / LOTE 1 E 3,,2013,"R. 38, 2104, Ariquemes - RO, Brazil",Centro Sub-Regional,"R. 38, 2104, Ariquemes - RO, Brazil",-9.9458578,-63.01644049999999
16,30/09/2024,110012,Ji-Paraná ,RO,Norte,2014-02-10,41629781,CONJUNTO RESIDENCIAL RONDON I,CAIXA,FAR,Concluído,600,600.0,0,0,39.031.348,"38.952.502,97",34452706000106.0,COMERCIO ENGENHARIA LTDA,"LOTE 115, SECCAO C, AV. EDSON LIMA DO NASCIMENTO",,2014,"34W5+45, Ji-Paraná - State of Rondônia, Brazil",Capital Regional,"34W5+45, Ji-Paraná - State of Rondônia, Brazil",-10.9046875,-61.89206249999999
17,30/09/2024,110012,Ji-Paraná ,RO,Norte,2014-06-30,42006010,RESIDENCIAL CAPELASSO,CAIXA,FAR,Concluído,800,800.0,0,0,52.000.000,52.000.000,23998438000106.0,CCM CONSTRUTORA CENTRO MINAS LTDA,"AV EDSON LIMA DO NASCIMENTO, 6380- RESIDENCIAL CAPELASSO",,2014,"RESIDENCIAL CAPELASSO, AV EDSON LIMA DO NASCIMENTO, 6380- RESIDENCIAL CAPELASSO, Ji-Paraná , RO",Capital Regional,"Av. Edson Lima Nascimento - CAPELASSO, Ji-Paraná - RO, Brazil",-10.9013603,-61.88191060000001
18,30/09/2024,110012,Ji-Paraná ,RO,Norte,2012-01-05,36711974,LOTEAMENTO BOSQUE DOS IPES 01,CAIXA,FAR,Concluído,179,179.0,0,0,9.487.000,9.487.000,34452706000106.0,COMERCIO ENGENHARIA LTDA,"ESTRADA KM 05, BAIRRO PRESIDENCIAL III",,2012,"LOTEAMENTO BOSQUE DOS IPES 01, ESTRADA KM 05, BAIRRO PRESIDENCIAL III, Ji-Paraná , RO",Capital Regional,"Ji-Paraná, State of Rondônia, Brazil",-10.8724473,-61.9592887
19,30/09/2024,110012,Ji-Paraná ,RO,Norte,2012-01-05,36725647,LOTEAMENTO BOSQUE DOS IPES 02,CAIXA,FAR,Concluído,414,414.0,0,0,22.189.263,"22.180.977,94",34452706000106.0,COMERCIO ENGENHARIA LTDA,"ESTRADA KM 05, BAIRRO PRESIDENCIAL III",,2012,"LOTEAMENTO BOSQUE DOS IPES 02, ESTRADA KM 05, BAIRRO PRESIDENCIAL III, Ji-Paraná , RO",Capital Regional,"Ji-Paraná, State of Rondônia, Brazil",-10.8724473,-61.9592887
20,30/09/2024,110004,Cacoal ,RO,Norte,2012-07-25,38389054,RESIDENCIAL ALPHA PARQUE,CAIXA,FAR,Concluído,417,417.0,0,0,23.769.000,23.769.000,23998438000106.0,CCM CONSTRUTORA CENTRO MINAS LTDA,LOTE 86 - GLEBA 7 - SETOR JI-PARANA,,2012,"RESIDENCIAL ALPHA PARQUE, Cacoal , RO",Capital Regional,"R. Joaquim Dias Pereira - Teixeirão, Cacoal - RO, Brazil",-11.4274196,-61.4260387
22,30/09/2024,220700,Oeiras ,PI,Nordeste,2018-07-30,50506923,ALTO DAS CANELA II,CAIXA,FAR,Concluído,12,12.0,0,0,780.000,780.000,34965699000146.0,J C ENGENHARIA LTDA - ME,OEIRAS,,2018,"XVGJ+V9, Oeiras - State of Piauí, 64500-000, Brazil",Centro Sub-Regional,"XVGJ+V9, Oeiras - State of Piauí, 64500-000, Brazil",-7.0228125,-42.1190625
23,30/09/2024,110004,Cacoal ,RO,Norte,2013-12-27,41712526,RESIDENCIAL PAINEIRAS,CAIXA,FAR,Concluído,684,684.0,0,0,41.040.000,41.040.000,23998438000106.0,CCM CONSTRUTORA CENTRO MINAS LTDA,"LINHA 08, LOTE 83-B5 LOTEAMENTO RES. PAINEIRAS S/N",,2013,"RESIDENCIAL PAINEIRAS, LINHA 08, LOTE 83-B5 LOTEAMENTO RES. PAINEIRAS S/N, Cacoal , RO",Capital Regional,"Residencial Paineiras - RO-486, 4725 - Paineiras, Cacoal - RO, 76964-682, Brazil",-11.4155038,-61.4085313
24,30/09/2024,110018,Pimenta Bueno ,RO,Norte,2014-03-20,35791056,PAC2 - PMCMV - PIMENTA BUENO,CAIXA,FAR,Concluído,100,100.0,0,0,5.960.438,"5.946.374,14",4401250000194.0,RESECOM CONSTRUTORA LTDA,BELA VISTA,,2014,"8RX2+P24 - Pimenta Bueno, State of Rondônia, 76970-000, Brazil",Centro Sub-Regional,"8RX2+P24, Pimenta Bueno - State of Rondônia, 76970-000, Brazil",-11.6507375,-61.1999219
25,30/09/2024,110030,Vilhena ,RO,Norte,2012-01-05,36704706,RESIDENCIAL ALVORADA - SETOR 80,CAIXA,FAR,Concluído,200,200.0,0,0,10.458.200,"10.458.199,68",2364225000152.0,CONSTRUTORA JOAO DE BARRO LTDA,"RUA 5004 - LOTEAMENTO SETOR 80 - QD 05, 06, 07, 08 E 09",,2012,"RESIDENCIAL ALVORADA - SETOR 80, RUA 5004 - LOTEAMENTO SETOR 80 - QD 05, 06, 07, 08 E 09, Vilhena , RO",Centro Sub-Regional,"R. 8003, 8152 - Embratel, Vilhena - RO, 76980-000, Brazil",-12.716529800000002,-60.1015575
26,30/09/2024,110030,Vilhena ,RO,Norte,2010-06-01,30692336,CONJUNTO HABITACIONAL URBANO NO SETOR 73,CAIXA,FAR,Concluído,200,200.0,0,0,7.799.998,"7.799.997,99",2364225000152.0,CONSTRUTORA JOAO DE BARRO LTDA,"COHAB SETOR 73 - QUADRAS 08,09, 11, 12, 13, 14 E 15",,2010,"R. H 10, 2437, Vilhena - RO, 76980-000, Brazil",Centro Sub-Regional,"R. H 10, 2437, Vilhena - RO, 76980-000, Brazil",-12.7242898,-60.1076837
27,30/09/2024,110030,Vilhena ,RO,Norte,2010-01-15,29243613,CONJUNTO HABITACIONAL ASSOSETE,CAIXA,FAR,Concluído,100,100.0,0,0,3.873.499,"3.873.499,83",2364225000152.0,CONSTRUTORA JOAO DE BARRO LTDA,RUA 85 01 - SETOR 85,,2010,"R. 8501 - Embratel, Vilhena - RO, 76980-000, Brazil",Centro Sub-Regional,"R. 8501 - Embratel, Vilhena - RO, 76980-000, Brazil",-12.7371969,-60.09553
28,30/09/2024,110030,Vilhena ,RO,Norte,2014-12-22,42512372,RESIDENCIAL MARIA MOURA,CAIXA,FAR,Concluído,300,300.0,0,0,21.738.377,"21.722.913,99",4401250000194.0,RESECOM CONSTRUTORA LTDA,"SETOR 12, GLEBA CORUMBIARA",,2014,"R. 101-03, Vilhena - RO, 76980-000, Brasil",Centro Sub-Regional,"R. 101-03, Vilhena - RO, 76980-000, Brazil",-12.71325,-60.1533887
29,30/09/2024,110030,Vilhena ,RO,Norte,2013-05-10,40834596,RESIDENCIAL UNIAO,CAIXA,FAR,Concluído,436,436.0,0,0,26.160.000,26.160.000,2364225000152.0,CONSTRUTORA JOAO DE BARRO LTDA,"LINHA 135 C/KAPA 152, LOTEAMENTO SETOR 116 - RESID UNIAO",,2013,"RESIDENCIAL UNIAO, LINHA 135 C/KAPA 152, LOTEAMENTO SETOR 116 - RESID UNIAO, Vilhena , RO",Centro Sub-Regional,"Res. União, Vilhena - RO, 76980-000, Brazil",-12.7118015,-60.15717420000001
30,30/09/2024,140010,Boa Vista ,RR,Norte,2012-12-21,39707369,RESIDENCIAL MANAIRA,CAIXA,FAR,Concluído,250,250.0,0,0,15.500.000,15.500.000,4661300000172.0,CENTRO NORTE CONSTRUCOES LTDA,MUNICIPIO DE BOA VISTA,,2012,"R648+FH Laura Moreira, Boa Vista - State of Roraima, Brazil",Capital Regional,"R648+FH Laura Moreira, Boa Vista - RR",2.8061875,-60.7835625
31,30/09/2024,140010,Boa Vista ,RR,Norte,2013-12-24,42414835,RESIDENCIAL PEROLA VII,CAIXA,FAR,Concluído,135,135.0,0,0,8.370.000,8.370.000,4661300000172.0,CENTRO NORTE CONSTRUCOES LTDA,LOTEAMENTO PARQUE VIARIO IV - BAIRRO AIRTON ROCHA - BOA VIST,,2013,"Q765+M8 Dr. Airton Rocha, Boa Vista - State of Roraima, Brazil",Capital Regional,"Q765+M8 Doutor Airton Rocha, Boa Vista - RR",2.7616875,-60.74168749999999
32,30/09/2024,140010,Boa Vista ,RR,Norte,2013-10-31,42104201,RESIDENCIAL PEROLA VI,CAIXA,FAR,Concluído,412,412.0,0,0,25.544.000,25.544.000,12388029000171.0,RECEL TERRAPLANAGEM E CONSTRUCOES LTDA,LOTEAMENTO PARQUE VIARIO - BAIRRO AIRTON DIAS,,2013,"Q765+M8 Dr. Airton Rocha, Boa Vista - State of Roraima, Brazil",Capital Regional,"Q765+M8 Doutor Airton Rocha, Boa Vista - RR",2.7616875,-60.74168749999999
39,30/09/2024,140010,Boa Vista ,RR,Norte,2012-06-13,36770130,CONSTRUCAO DE 67 UNIDADES HABITACIONAIS - PEROLA II,CAIXA,FAR,Concluído,67,67.0,0,0,3.558.884,"3.558.884,55",4661300000172.0,CENTRO NORTE CONSTRUCOES LTDA,QUADRA 545 E 546 LOTEAMENTO PEROLA DO RIO BRANCO,,2012,"Q765+M8 Dr. Airton Rocha, Boa Vista - State of Roraima, Brazil",Capital Regional,"Q765+M8 Doutor Airton Rocha, Boa Vista - RR",2.7616875,-60.74168749999999
41,30/09/2024,140010,Boa Vista ,RR,Norte,2012-07-27,37670567,CONSTRUCAO DE 228 UH EM BOA VISTA/RR RESIDENCIAL PEROLA IV,CAIXA,FAR,Concluído,228,228.0,0,0,11.698.428,"11.698.427,93",4801147000131.0,PARALELLA ENGENHARIA LTDA EPP,LOTEAMENTO PARQUE VIARIO,,2012,"Q765+M8 Dr. Airton Rocha, Boa Vista - State of Roraima, Brazil",Capital Regional,"Q765+M8 Doutor Airton Rocha, Boa Vista - RR",2.7616875,-60.74168749999999
33,30/09/2024,140010,Boa Vista ,RR,Norte,2009-09-14,29553709,RESIDENCIAL CRUVIANA I,CAIXA,FAR,Concluído,500,500.0,0,0,20.816.828,"20.816.828,98",4801147000131.0,PARALELLA ENGENHARIA LTDA EPP,LOTEAMENTO TANBAU B. EQUATORIAL,,2009,"RESIDENCIAL CRUVIANA I, LOTEAMENTO TANBAU B. EQUATORIAL, Boa Vista , RR",Capital Regional,"CRUVIANA - R. Capela - Cidade Satélite, Boa Vista - RR, 69317-376, Brazil",2.849245,-60.7459904
34,30/09/2024,140010,Boa Vista ,RR,Norte,2009-09-14,29554274,RESIDENCIAL CRUVIANA II,CAIXA,FAR,Concluído,500,500.0,0,0,20.681.324,"20.681.324,07",4661300000172.0,CENTRO NORTE CONSTRUCOES LTDA,LOTEAMENTO TAMBAU B. EQUATORIAL,,2009,"RESIDENCIAL CRUVIANA II, LOTEAMENTO TAMBAU B. EQUATORIAL, Boa Vista , RR",Capital Regional,"Av. Jesualdo Costa Lima - Jardim Equatorial, Boa Vista - RR, 69317-364, Brazil",2.8133555,-60.775375
35,30/09/2024,140010,Boa Vista ,RR,Norte,2010-12-28,29955731,CONJ HAB AUARIS,CAIXA,FAR,Concluído,208,208.0,0,0,12.073.054,"12.073.054,44",7654734000133.0,ENGEXATA ENGENHARIA LTDA,QUADRAS 74,69317516.0,2010,"CONJ HAB AUARIS, QUADRAS 74, Boa Vista , RR 69317516",Capital Regional,"R. Aquário - Cidade Satélite, Boa Vista - RR, Brazil",2.8518531000000005,-60.74074029999999
36,30/09/2024,140010,Boa Vista ,RR,Norte,2010-12-28,29955845,CONJ HAB MAKUNAIMA,CAIXA,FAR,Concluído,208,208.0,0,0,10.955.545,"10.955.544,6",7654734000133.0,ENGEXATA ENGENHARIA LTDA,QUADRAS 75,69317516.0,2010,"CONJ HAB MAKUNAIMA, QUADRAS 75, Boa Vista , RR 69317516",Capital Regional,"Rua: Aquário Bairro: - Cidade Satélite, Boa Vista - RR, Brazil",2.8510134,-60.74145849999999
37,30/09/2024,140010,Boa Vista ,RR,Norte,2010-12-28,29955950,CONJ HAB UAILA,CAIXA,FAR,Concluído,208,208.0,0,0,10.386.832,"10.386.832,12",7654734000133.0,ENGEXATA ENGENHARIA LTDA,QUADRAS 80,69317516.0,2010,"V723+XW - Cidade Satélite, Boa Vista - RR, Brazil",Capital Regional,"V723+XW - Cidade Satélite, Boa Vista - RR, Brazil",2.8524375,-60.7451875
38,30/09/2024,140010,Boa Vista ,RR,Norte,2010-01-29,30714087,RESIDENCIAL PEROLA - CONSTRUCAO DE 50 UHS,CAIXA,FAR,Concluído,50,50.0,0,0,2.320.274,"2.320.274,14",5483072000150.0,RENOVO ENGENHARIA LTDA,NOVA CIDADE,,2010,"Q765+M8 - Dr. Airton Rocha, Boa Vista - RR, Brazil",Capital Regional,"Q765+M8 - Dr. Airton Rocha, Boa Vista - RR, Brazil",2.7616875,-60.74168749999999
40,30/09/2024,140010,Boa Vista ,RR,Norte,2012-06-13,36859342,CONSTRUCAO DE 222 UH - RESIDENCIAL PEROLA III,CAIXA,FAR,Concluído,222,222.0,0,0,11.684.034,11.684.034,5483072000150.0,RENOVO ENGENHARIA LTDA,LOTEAMENTO PARQUE VIARIO S/N BAIRRO NOVA CIDADE,,2012,"CONSTRUCAO DE 222 UH - RESIDENCIAL PEROLA III, LOTEAMENTO PARQUE VIARIO S/N BAIRRO NOVA CIDADE, Boa Vista , RR",Capital Regional,"Nova Cidade, Boa Vista - RR, Brazil",2.7682167,-60.7326845
42,30/09/2024,140010,Boa Vista ,RR,Norte,2012-09-13,37670671,CONSTRUCAO DE 450 UH EM BOA VISTA-RR RESIDENCIAL PEROLA V,CAIXA,FAR,Concluído,450,450.0,0,0,27.272.712,"27.272.712,4",4661300000172.0,CENTRO NORTE CONSTRUCOES LTDA,LOTEAMENTO PARQUE VIARIO,,2012,"Q774+4GX, Boa Vista - State of Roraima, Brazil",Capital Regional,"Q774+4GX, Boa Vista - State of Roraima, Brazil",2.7628625,-60.74364060000001
43,30/09/2024,160030,Macapá ,AP,Norte,2011-12-29,36620947,RESIDENCIAL MACAPABA - FASE 1,CAIXA,FAR,Concluído,2148,2148.0,0,0,130.036.592,"130.036.588,2",16614075000100.0,DIRECIONAL ENGENHARIA S.A.,BR 156 AO LADO DO INSTITUTO FEDERAL,68900001.0,2011,"RESIDENCIAL MACAPABA - FASE 1, BR 156 AO LADO DO INSTITUTO FEDERAL, Macapá , AP 68900001",Capital Regional,"R. Aldony Fonseca, 3 - QUANDO 07 BL 03 AP 404 - RESIDENCIAL MACAPABA, Macapá - AP, Brazil",0.0830881,-51.0963935
44,30/09/2024,160030,Macapá ,AP,Norte,2012-08-15,38683216,RESIDENCIAL MACAPABA - FASE 2,CAIXA,FAR,Concluído,2218,2218.0,0,0,134.958.000,134.958.000,16614075000100.0,DIRECIONAL ENGENHARIA S.A.,MACAPA,68900001.0,2012,"RESIDENCIAL MACAPABA - FASE 2, MACAPA, Macapá , AP 68900001",Capital Regional,"R. Aldony Fonseca, 3 - QUANDO 07 BL 03 AP 404 - RESIDENCIAL MACAPABA, Macapá - AP, Brazil",0.0830881,-51.0963935
45,30/09/2024,160030,Macapá ,AP,Norte,2010-08-31,33981513,PMCMV/0A3/MACAPA/AMAPA/RESIDENCIAL BAIRRO FORTE,CAIXA,FAR,Concluído,528,528.0,0,0,21.928.894,"21.928.893,27",8573573000116.0,VEX CONSTRUCOES E INCORPORACOES LTDA,"AV. AQUARIQUARA, S/N - ROD.AP 070, KM 3",68909466.0,2010,"PMCMV/0A3/MACAPA/AMAPA/RESIDENCIAL BAIRRO FORTE, AV. AQUARIQUARA, S/N - ROD.AP 070, KM 3, Macapá , AP 68909466",Capital Regional,"Alameda Andorinha - Macapá, AP, 68909-148, Brazil",0.0978577,-51.0635385
46,30/09/2024,160030,Macapá ,AP,Norte,2013-01-31,39873707,RESIDENCIAL SAO JOSE,CAIXA,FAR,Concluído,1440,1440.0,0,0,89.280.000,89.280.000,16614075000100.0,DIRECIONAL ENGENHARIA S.A.,RUA 19 DE JULHO N 629,68904800.0,2013,"RESIDENCIAL SAO JOSE, RUA 19 DE JULHO N 629, Macapá , AP 68904800",Capital Regional,"R. Dezenove de Julho, 629 - Novo Buritizal, Macapá - AP, 68904-800, Brazil",0.0179311,-51.07791829999999
47,30/09/2024,160030,Macapá ,AP,Norte,2017-11-28,41097905,RESIDECIAL MIRACEMA,CAIXA,FAR,Concluído,500,500.0,0,0,40.164.669,"40.164.669,04",17802755000102.0,CONSORCIO MIRACEMA,"RODOVIA NORTE-SUL, KM 4, S/N",68908076.0,2017,"RESIDECIAL MIRACEMA, RODOVIA NORTE-SUL, KM 4, S/N, Macapá , AP 68908076",Capital Regional,"Macapá, AP, 68900-000, Brazil",0.0582103,-51.0968529
48,30/09/2024,160030,Macapá ,AP,Norte,2019-12-27,48788045,RESIDENCIAL MIRACEMA - MODULO IV,CAIXA,FAR,Concluído,500,500.0,0,0,47.167.945,"46.910.952,67",17194077000142.0,CMT ENGENHARIA LTDA,"RODOVIA NORTE/SUL, KM 4, S/N",68908076.0,2019,"RESIDENCIAL MIRACEMA - MODULO IV, RODOVIA NORTE/SUL, KM 4, S/N, Macapá , AP 68908076",Capital Regional,"Macapá, AP, 68900-000, Brazil",0.0582103,-51.0968529
49,30/09/2024,160030,Macapá ,AP,Norte,2019-12-27,48788264,RESIDENCIAL MIRACEMA - MOD II,CAIXA,FAR,Concluído,500,500.0,0,0,44.889.773,"44.889.773,93",17194077000142.0,CMT ENGENHARIA LTDA,"RODOVIA NORTE-SUL, KM 4, S/N",68908076.0,2019,"RESIDENCIAL MIRACEMA - MOD II, RODOVIA NORTE-SUL, KM 4, S/N, Macapá , AP 68908076",Capital Regional,"Macapá, AP, 68900-000, Brazil",0.0582103,-51.0968529
50,30/09/2024,160030,Macapá ,AP,Norte,2019-12-27,48788378,RESIDENCIAL MIRACEMA - MODULO III,CAIXA,FAR,Concluído,500,500.0,0,0,47.782.786,47.483.880,17194077000142.0,CMT ENGENHARIA LTDA,RODOVIA NORTE-SUL KM 4__S/N,68908076.0,2019,"RESIDENCIAL MIRACEMA - MODULO III, RODOVIA NORTE-SUL KM 4__S/N, Macapá , AP 68908076",Capital Regional,"Macapá, AP, 68900-000, Brazil",0.0582103,-51.0968529
53,30/09/2024,130185,Iranduba ,AM,Norte,2013-01-30,39810236,CJ RESIDENCIAL MARIA ZENEIDE,CAIXA,FAR,Concluído,330,330.0,0,0,20.258.548,"20.258.547,9",84459783000166.0,"NV INDUSTRIA, COMERCIO E CONSTRUCAO LTDA",ESTRADA AM 070 KM 07 RAMAL DAS CACACIAS KM01,,2013,"CJ RESIDENCIAL MARIA ZENEIDE, ESTRADA AM 070 KM 07 RAMAL DAS CACACIAS KM01, Iranduba , AM",Centro Local,"AM-070 - Cacau Pirêra, Iranduba - AM, 69405-000, Brazil",-3.1786793,-60.1395685
54,30/09/2024,120040,Rio Branco ,AC,Norte,2013-04-02,40544325,CIDADE DO POVO QUADRA 10,CAIXA,FAR,Concluído,208,208.0,0,0,12.896.000,12.896.000,34696955000147.0,ALBUQUERQUE ENGENHARIA LTDA,BR 364 KM 05,,2013,"X6FR+X5 - Cidade do Povo, Rio Branco - AC, 69925-000, Brazil",Capital Regional,"X6FR+X5 - Cidade do Povo, Rio Branco - AC, 69925-000, Brazil",-10.0250625,-67.7595625
55,30/09/2024,120040,Rio Branco ,AC,Norte,2013-03-22,40560032,CIDADE DO POVO QUADRA 21,CAIXA,FAR,Concluído,205,205.0,0,0,12.710.000,12.710.000,9122239000109.0,SILTY CONSTRUCAO E COMERCIO LTDA,BR 364 - KM 05,,2013,"X6FR+X5 - Cidade do Povo, Rio Branco - AC, 69925-000, Brazil",Capital Regional,"X6FR+X5 - Cidade do Povo, Rio Branco - AC, 69925-000, Brazil",-10.0250625,-67.7595625
56,30/09/2024,120040,Rio Branco ,AC,Norte,2013-03-20,40569685,LOTEAMENTO CIDADE DO POVO QUADRAS 05. 12 E 13,CAIXA,FAR,Concluído,300,300.0,0,0,18.600.000,18.600.000,1287024000136.0,ADINN CONSTRUCAO E PAVIMENTACAO LTDA,BR 364 - KM 05,,2013,"X6FR+X5 - Cidade do Povo, Rio Branco - AC, 69925-000, Brazil",Capital Regional,"X6FR+X5 - Cidade do Povo, Rio Branco - AC, 69925-000, Brazil",-10.0250625,-67.7595625
